ID_Jugador;Nombre;Apellidos;Nacionalidad;Fecha_Nacimiento
214787;Jennifer;Luikham;IND;19991003
219828;Tamara;Musulbes;RUS;19991003
220317;Nathalia;Wolf Gasparin;BRA;19991003
221250;Sun Bin;Kim;KOR;19991003
216317;Madoka;Tominaga;JPN;19991002
220270;Timea;Pavlickova;SVK;19991002
214672;Lily;Reynolds;GBR;19991001
215464;Aleksandra;Kuznetsova;RUS;19990930
219942;Anastasia;Konstantinova;RUS;19990930
215610;Katie;Lafrance;USA;19990929
216306;Yunuen;Elizarraras Bahena;MEX;19990929
219751;Karolina;Hakala;FIN;19990929
220422;Teresa;Franco Dias;POR;19990929
215037;Kayla;Day;USA;19990928
215129;Alexandra;Dubrovina;RUS;19990928
221523;Nikita;Liebkind;FIN;19990928
215198;Mukadas;Yussupova;KAZ;19990927
215518;Asli;Yucebilgin;TUR;19990927
215719;Maria Gabriela;Linares De Faria;VEN;19990927
216084;Viktoria;Surova;SVK;19990927
214423;Maria;Viarkhusha;BLR;19990926
220170;Nafees Bano;Syed;IND;19990926
214805;Satsuki;Takamura;JPN;19990924
221261;Nika;Zupancic;SLO;19990924
221610;Ana;Heredia;ESP;19990924
214628;Katrina;Sammut;MLT;19990923
214945;Chelsea;Vanhoutte;BEL;19990923
220653;Martina;Girardi;ITA;19990923
214521;Lea;Boskovic;CRO;19990922
220486;Petra Maria;Kerdikova;SVK;19990922
215132;Adriana;Marikova;CZE;19990921
215228;Cameron;Morra;USA;19990920
216277;Sofia;Carlsson;SWE;19990919
215096;Jaimee;Fourlis;AUS;19990917
215789;Penelope;Abreu;DOM;19990917
216028;Donnaroza;Gouvernante;NED;19990917
216032;Antje;Rubbrecht;BEL;19990917
220152;Mathilda;Vidgren;SWE;19990917
215948;Nina;Kolar;SLO;19990916
219391;Daniela;Flores Gerez;MEX;19990916
220424;Advaitas;Saravanan;IND;19990916
220370;Peyton;Pesavento;USA;19990915
215291;Adelina;Baravi;RUS;19990914
220804;Liz Carolina;Chileno;PAR;19990914
220977;Anna Marie;Moeller;DEN;19990914
215818;Georgia;Gulin;BRA;19990913
219488;Teodora;Golubovic;SRB;19990913
215055;Zhima;Du;CHN;19990912
215128;Alexandra;Alegre Ferre;ESP;19990912
214554;Paula;Baranano;ARG;19990911
215160;Shivani;Manjanna;IND;19990911
215793;Dilara;Spicer;USA;19990911
215927;Andrea;Arratia Fernandez;ESP;19990911
220674;Ivana;Corley;USA;19990911
215225;Pareen;Shivekar;IND;19990910
219396;Daryna;Kovalenko;UKR;19990910
220531;Agnes Ornella;Biba;CMR;19990910
214020;Amina;Anshba;RUS;19990909
219988;Zhijie;Ma;CHN;19990909
220032;Lisa;Zang;GER;19990909
220907;Maria;Ermicioi;ITA;19990909
222452;Kate;Paulus;USA;19990909
220151;Ebba;Rosberg;SWE;19990908
223236;Cora-Lynn;Von Dungern;GER;19990908
216131;Marta;Perez Mur;ESP;19990907
220268;Eva;Alexandrova;BLR;19990907
214000;Inci;Ogut;TUR;19990906
214212;Noelia;Bouzo Zanotti;ESP;19990906
215897;Julieta;Albornoz;ARG;19990906
214249;Angela;Charles Alfred;MRN;19990905
215092;Magdalini;Adaloglou;GRE;19990905
219479;Lauren;Gish;USA;19990905
214937;Eva;Guerrero Alvarez;ESP;19990904
220041;Vasilisa;Mikhaylova;RUS;19990904
220573;Caragh;Courtney;IRL;19990904
215257;Defne;Olcay;TUR;19990903
215981;Neri;Cohen;USA;19990902
215431;Emily;Appleton;GBR;19990901
215515;Katerina;Filip;SWE;19990901
215988;Mai;Hontama;JPN;19990830
216383;Anna;Stefani;ITA;19990830
220302;Tatiana;Simova;SVK;19990830
220963;Valeria;Ramirez Mesina;CHI;19990830
221372;Asuka;Yoshida;JPN;19990830
213995;Ines Belkis;Alimoussa;ALG;19990828
223112;Angelina;Osminkina;RUS;19990828
214935;Malene;Helgo;NOR;19990826
219912;Vitoria;Okuyama;BRA;19990826
214625;Eliza;Omirou;CYP;19990825
215133;Imren;Bilgic;TUR;19990825
215622;Silvia;Bordes Caselles;ESP;19990823
220995;Anica;Stabel;GER;19990822
214350;Frana;Ugarkovic;CRO;19990821
215544;Gabriella;Akopian;ARM;19990821
219843;Sabrina Mary;Woll;HKG;19990821
214864;Yuliya;Kim;UZB;19990820
220010;Sofija;Mandic;SRB;19990820
220491;Merel;Hoedt;NED;19990820
236965;Angeles Maria;Cueto;ARG;19990820
215530;Camilla;Priuli;ITA;19990818
216085;Elisa;Visentin;ITA;19990818
216279;Leonor;Meliveo Saragusti;ESP;19990817
220092;Poschanun;Warakulnukroh;THA;19990816
215624;Lorena;Vano Martin;ESP;19990815
215911;Lily;Ghodrati;GBR;19990815
221609;Aina;Sundas;SWE;19990815
214854;Nastasia;Jedrychowski;FRA;19990813
220383;Jasmine;Boyd;USA;19990813
215898;Jule;Niemeier;GER;19990812
221036;Ayumi;Hirata;JPN;19990812
214429;Diana;Bakuta;UKR;19990811
219990;Urska;Velec;SLO;19990811
215287;Alina;Kislitskaya;RUS;19990810
220388;Sharmada;Iyer;USA;19990810
215265;Gaelle;Ratianarimanana;MAD;19990809
216266;Ivon;Mihaleva;BUL;19990809
216561;Selin;Karaer;TUR;19990809
219649;Caroline;Szabo;USA;19990809
220863;Priyanka;Rodricks;IND;19990809
215352;Victoria;Emma;USA;19990807
214119;Rebeka;Masarova;ESP;19990806
216562;Natalija;Popovic;SRB;19990806
221485;Marie Lou;Faoro;FRA;19990805
214739;Mariella;Minetti;FIN;19990804
215388;Sandra;Bozinovic;FRA;19990804
223197;Joanna;Tomera;FRA;19990804
215669;Pamela;Hernandez;BOL;19990803
215865;Anna;Bowtell;IRL;19990803
216406;Angeles;Moreno Barranquero;ESP;19990803
219642;Ginelle Michelle;Samson;IND;19990803
220313;Jiahe;Cai;CHN;19990803
215727;Daria;Orichkevitch;UKR;19990802
220001;Paola;Landin Lopez;MEX;19990802
215728;Dakshata;Girishkumar Patel;IND;19990801
221374;Danielle;Willson;USA;19990801
221808;Lauryn;Daxon;BAH;19990801
214953;Vlada;Medvedcova;MDA;19990731
215097;Sabina;Smirnova;UZB;19990730
214383;Michelle;Janis;GER;19990729
215048;Bianca;Vitale;ITA;19990729
221198;Anne Sophie;Morandais;GUD;19990729
214271;Jaeda;Daniel;USA;19990728
214415;Rishika;Ravindran;IND;19990728
214971;Kim;Fontana;SUI;19990728
216241;Somer;Dalla Bona;AUS;19990728
220259;Daria;Nazarkina;RUS;19990728
221840;Jahzuena;Bradshaw Douglas;BER;19990728
214078;Luna;Milovanovic;SUI;19990726
214261;Michaela;Gordon;USA;19990726
214621;Sadaf;Sadeghvaziri;IRI;19990726
215795;Lauryn;John Baptiste;GBR;19990726
220064;Ana;Martinez Bencomo;ESP;19990725
215941;Celine;Kern;SUI;19990724
216037;Zaklin;Bokan;SLO;19990723
215763;Sofia;Sewing;USA;19990722
219918;Mikayla;Parks;USA;19990722
220818;Maria Emilia;Alfaro;ARG;19990722
223366;Marina;Popova;RUS;19990722
215064;Maria;Mateas;USA;19990721
220788;Dhwani;Kumar;IND;19990720
220605;Amanda;Meyer;USA;19990718
215032;Dominika;Paczena;POL;19990717
215093;Chiara;Catini;ITA;19990717
216215;Dami;Lee;KOR;19990717
221937;Shiho;Shibata;JPN;19990717
214899;Yumi;Takaichi;JPN;19990716
215465;Cagla;Badem;TUR;19990716
215809;Claudia;Bartolome Ortiz;ESP;19990716
216269;Ecaterina;Ivasco;MDA;19990716
219956;Yelyzaveta;Rachenko;UKR;19990716
214591;Fang Hsien;Wu;TPE;19990715
215778;Emma;Lene;FRA;19990715
220153;Julia;Saving;SWE;19990715
220403;Sandra;Azorin Vilella;ESP;19990715
214600;Georgia Andreea;Craciun;ROU;19990714
215888;Anastazja;Rosnowska;GER;19990714
215173;Laura;Gil Lerin;ESP;19990713
216149;Romana;Tarajova;SVK;19990713
214236;Angela;Fita Boluda;ESP;19990712
215601;Franziska;Kommer;GER;19990712
215750;Ana;Biskic;CRO;19990709
219841;Malaika Alex;Fernandes;IND;19990709
213998;Ipek;Oz;TUR;19990708
215150;Shelly;Krolitzky;ISR;19990708
220520;Mccartney;Kessler;USA;19990708
214690;Hazal;Karaaliler;TUR;19990707
215744;Sofia;Ayuso;VEN;19990707
215776;Emmanuelle;Girard;FRA;19990707
214746;Federica;Bilardo;ITA;19990706
220903;Satoko;Sueno;JPN;19990706
214266;Martina;Kudelova;CZE;19990705
215480;Suzan;Lamens;NED;19990705
219928;Arina;Amaning;FRA;19990705
215574;Sofiya;Kuzina;RUS;19990704
214596;Susanna;Giovanardi;ITA;19990703
215131;Nefisa;Berberovic;BIH;19990703
215366;Victoria;Rey;FRA;19990703
216080;Anna Marija;Bukina;LAT;19990702
215995;Yesica;De Lucas;ESP;19990701
219961;Marion;Chatenet;FRA;19990701
219471;Alexandra;Belaya;USA;19990630
219973;Tizia;Brocks;GER;19990630
214108;Maria Sol;Zeyen;ARG;19990629
215812;Shuyue;Ma;CHN;19990629
216380;Alisha;Reayer;GBR;19990629
223135;Shaira Hope;Rivera;PHI;19990629
223228;Ekaterina;Simakova;RUS;19990629
214954;Marketa;Vondrousova;CZE;19990628
214947;Anjelika;Vlasenkova;RUS;19990627
215998;Veronika;Koberlingova;SVK;19990627
216482;Erika;Botalieva;KGZ;19990627
214868;Valeriya;Yushchenko;RUS;19990626
215223;Himani;Mor;IND;19990626
216235;Isabel;Donaldson;BAH;19990626
221867;Evana;Bowell;AUS;19990626
215554;Maryna;Chernyshova;UKR;19990625
215808;Sonia;Poveda Marsal;ESP;19990625
214447;Noa;Lasry;ISR;19990624
219697;Nagomi;Higashitani;JPN;19990624
221650;Catarina;Zheng;POR;19990624
214537;Mila;Hartig;RSA;19990623
214934;Astrid Wanja;Brune Olsen;NOR;19990623
220693;Maria;Obispo Carretero;ESP;19990623
214259;Valeriya;Denisenko;RUS;19990622
219659;Franziska Marie;Ahrend;GER;19990622
220140;Ellie;Tsimbilakis;GBR;19990622
223177;Inga;Komleva;RUS;19990622
214894;Tereza;Prochazkova;CZE;19990621
216077;Brooke;Winley;AUS;19990621
221035;Marina;Kurosu;JPN;19990621
214996;Carla;Hassaine;FRA;19990620
215609;Alina;Povidalo;RUS;19990620
215923;Alexandra;Almborg;SWE;19990619
220047;Sol Maria;Terracina;ARG;19990619
215201;Kintan Pratiwi;Anwar;INA;19990618
215582;Kateryna;Popova;UKR;19990618
214573;Sybella;Garvin;CAN;19990617
214981;Elena;Rybakina;KAZ;19990617
216089;Aleksandra;Kulik;RUS;19990617
219489;Mara;Vasiliev;ROU;19990617
213791;Kamilla;Bolatova;KAZ;19990616
215643;Aleksandra;Kasatkina;RUS;19990616
219813;Paulina Ela;Mihokova;SVK;19990616
214320;Valentine;Bacher;FRA;19990615
214795;Riley;Mcquaid;USA;19990615
215283;Taylor;Gruber;USA;19990615
219904;Maria Paula;Uhrich;ARG;19990615
213893;Irem;Kaftan;TUR;19990614
215208;Irma Elita;Evania;INA;19990614
215614;Mei;Yamaguchi;JPN;19990614
220021;Alessandra;Maya Thompson;ESP;19990614
215473;Sina;Zuger;SUI;19990613
215526;Adi;Spiegelman;ISR;19990613
215772;Angie;Laporal;GUD;19990613
215248;Yanni;Liu;CHN;19990611
213901;Moira Valeria;Miranda;BOL;19990610
215373;Makenzie;Myers;USA;19990610
215946;Ye Xin;Ma;CHN;19990610
214545;Ulyana;Grib;BLR;19990609
216096;Csenge;Furak;HUN;19990609
219789;Katarina;Ljujic;SRB;19990609
214095;Avital;Vulf;ISR;19990608
216224;Denisa;Pospisilova;CZE;19990608
219738;Agustina Belen;Diaz;ARG;19990608
220732;Lexie;Stevens;NED;19990608
214153;Zainab;Bendahhou;MAR;19990607
214629;Anna Soffia;Gronholm;ISL;19990607
216559;Izabela Gabriela;Novac;ROU;19990607
214832;Carolina;Torrico;BOL;19990605
215105;Salma;El Garhi;EGY;19990605
221328;Daria;Kazantseva;RUS;19990605
215001;Carmen;Schultheiss;GER;19990604
215925;Vilma;Berglund;SWE;19990604
216036;Luna;Meers;BEL;19990604
216171;Andreea;Stanescu;ROU;19990604
220073;Francesca;Denti;ITA;19990604
215240;Marharyta;Smolyak;UKR;19990603
215803;Daria;Shelomentseva;RUS;19990603
219660;Andiyo;Inwang;GER;19990603
219980;Adelaide;Maesfranckx;BEL;19990603
216336;Martina;Bokulic;CRO;19990602
238332;Noa;Minzari;ISR;19990601
214133;Lourdes;Sprinckmoller;USA;19990531
219754;Lucia;Natal Gomez;ESP;19990531
221256;Eline;Audenaert;BEL;19990531
215406;Teresia;Londol;USA;19990529
214804;Evgeniya;Levashova;RUS;19990528
214839;Jodie Anna;Burrage;GBR;19990528
214946;Anastasia;Mikheeva;GBR;19990528
215176;Anastasia;Veselova;RUS;19990528
215013;Marcelina;Podlinska;POL;19990527
214373;Georgina;Axon;GBR;19990526
214985;Wiktoria;Kulik;POL;19990526
216399;Minette;Van Vreden;RSA;19990526
223137;Arzuv;Klycheva;TKM;19990526
215106;Habiba;Khaled Aly;EGY;19990525
221812;Yee Loon;Goh;SGP;19990525
214470;Fariza;Abdullaeva;UZB;19990523
221409;Elin;Vilen;SWE;19990521
215956;Yuka;Hosoki;JPN;19990520
216288;Irina;Lapustina;LAT;19990520
221133;Da Ye;Kim;KOR;19990520
254745;Annabelle;Lammas;GBR;19990520
215611;Meible;Chi;USA;19990519
219799;Maria;Casas Blas;ESP;19990519
219700;Rina;Tateyama;JPN;19990518
214970;Stefani;Arsova;BUL;19990517
216571;Afroditi;Tzanopoulou;GRE;19990517
221008;Magdalena;Zajda;POL;19990516
213753;Thai Sa Grana;Pedretti;BRA;19990515
214140;Mariana;Borges;BRA;19990515
214181;Anastasia;Gasanova;RUS;19990515
214191;Seone;Mendez;AUS;19990515
214538;Nadia;Van Heerden;RSA;19990515
214813;Anastasiya;Gorbacheva;RUS;19990515
215520;Johana;Markova;CZE;19990515
219540;Ginevra;Peiretti;ITA;19990515
216305;Andrea;Hernando Gutierrez;MEX;19990514
214898;Kimika;Sakata;JPN;19990513
214942;Lilya;Hadab;MAR;19990513
215524;Neta;Berman;ISR;19990513
216575;Alice;Di Matteo;ITA;19990513
214035;Oumeima;Charrad;TUN;19990511
219770;Ema;Vasic;AUT;19990511
213983;Kathleen;Biong Percegona;BRA;19990510
216307;Ryan;Peus;USA;19990510
214309;Kelly;Chen;USA;19990509
214925;Ellie Rose;Griffiths;GBR;19990509
215238;Selin Gulseren;Simsek;TUR;19990509
220104;Claudia;Kieffer;LUX;19990509
214080;Nicole;Coopersmith;USA;19990508
215019;Maria Jose;Portillo Ramirez;MEX;19990508
221350;Vilena;Petrova;RUS;19990508
214055;Sofia;Munera Sanchez;COL;19990507
215495;Anusha;Kondaveeti;IND;19990507
219644;Jitasha;Shastri M;IND;19990507
214325;Alena;Kovaleva;RUS;19990506
215863;Katarina;Marinkovikj;MKD;19990506
220782;Sophie;Walzl;ITA;19990506
216271;Alexandra;Zaicenco;MDA;19990505
219546;Janina;Scheffbuch;GER;19990505
216175;Mathilde;Trigaux;BEL;19990504
219735;Giulia;Turconi;ITA;19990504
220066;Elisa Teodora;Sararu;ROU;19990504
220385;Ysabel;Gonzalez Rico;FRA;19990504
215496;Nidhi;Surapaneni;IND;19990502
214943;Radia;Lalami;MAR;19990501
216014;Lixin;Wang;CHN;19990501
216395;Annick;Melgers;NED;19990501
214790;Sydney;Van Alphen;USA;19990430
220308;Jiaying;He;CHN;19990430
215926;Julita;Saner;SWE;19990429
219527;Lucelena;Hoyo;MEX;19990429
214508;Nurseda;Akovalier;TUR;19990428
219877;Malin;Falk;SWE;19990427
214888;Nicole Taylor;Pafundi;USA;19990426
215913;Mahiro;Date;JPN;19990426
220111;Lucie;Devier;FRA;19990426
215177;Polina;Bakhmutkina;RUS;19990425
215868;Gerda;Zykute;LTU;19990425
216197;Dominique;Meyer;SUI;19990425
220464;Matea;Mamic;CRO;19990424
215167;Adrianna;Sosnowska;POL;19990423
215293;Jana;Bojovic;SRB;19990423
215666;Flavia;Gutierrez;BOL;19990423
214479;Yarden;Akler;ISR;19990422
220488;Ai Qi;Chen;CHN;19990422
214918;Evelyne Christelle Atticia;Tiron;ROU;19990421
215104;Rana;Essam;EGY;19990421
215408;Soomin;Kim;KOR;19990421
221847;Kimiya;Asbaghipour;IRI;19990421
214659;Anastasia;Ushakova;RUS;19990420
220074;Annalisa;Molino;ITA;19990420
214186;Dea;Lako;CRO;19990419
215450;Tania Andrada;Mare;ROU;19990419
216103;Eden Sophie;Schlagenhauf;GER;19990419
219629;Famke;Wilhelm;BEL;19990419
220381;Madison;Gallegos;USA;19990419
219637;Ines;Milosevic;CAN;19990418
221636;Francesca;Falleni;ITA;19990418
215024;Kristina;Kislyak;RUS;19990417
214807;Nino;Memishishi;GEO;19990416
215377;Morgan;Coppoc;USA;19990416
216188;Klara;Hajkova;CZE;19990416
215938;Lalita;Devarakonda;IND;19990415
215997;Olivia Alexandra;Placzek;GER;19990415
215743;Alexandra;Parra;VEN;19990414
216250;Bronte;Murgett;GBR;19990414
219947;Victoria;Saldh;SWE;19990414
216348;Anastasia;Abramyan;RUS;19990413
216416;Serena;Buonaccorso;ITA;19990412
214618;Halla;Alajeely;IRQ;19990410
220650;Francescamaria;Pannarale;ITA;19990410
214263;Catherine Cartan;Bellis;USA;19990408
215876;Nicole;De O Crispino De Souza;BRA;19990408
216087;Mia;Mijatovic;SRB;19990408
219899;Mako;Ganaha;JPN;19990408
213680;Alika;Ismailova;UZB;19990407
215351;Isolde;De Jong;NED;19990407
216169;Silvia;Saccani;ITA;19990407
219936;Vivien;Abraham;HUN;19990407
215567;Mihaela;Kaftanova;BUL;19990406
216354;Snehal;Mane;IND;19990406
219420;Yusta;Dorofeeva;RUS;19990405
221141;Hikaru;Sato;JPN;19990405
221484;Giorgia;Pigato;ITA;19990405
214816;Anna;Slovakova;CZE;19990404
215381;Anna;Tonoyan;RUS;19990404
215689;Mina Adelin;Pedersen;NOR;19990404
216484;Milena;Avetisyan;ARM;19990403
223251;Nour;Ghandour;SEN;19990403
215623;Paola;Exposito Diaz Delgad;ESP;19990402
249661;Paola;Exposito Diaz Delgado;ESP;19990402
214321;Arianna;Capogrosso;ITA;19990401
214871;Ekaterina;Korzhova;RUS;19990401
214873;Victoria;Flores;USA;19990401
219295;Rachel;Zipfel;GER;19990331
219628;Ludovica;Infantino;ITA;19990331
213944;Pranjala;Yadlapalli;IND;19990330
215224;Aastha;Dargude;IND;19990330
220029;Leia;Balkevarn;SWE;19990330
220126;Palina;Padabed;BLR;19990330
221115;Julia;Ronney;USA;19990330
214301;Tatiana;Pieri;ITA;19990329
214841;Mikaela;Molina Bugarija;ECU;19990329
216204;Carolina;Bulatovic;GER;19990329
215078;Emelie Luisa;Schwarte;GER;19990328
216049;Valeriia;Bazhanova;UKR;19990328
215697;Arlinda;Rushiti;SUI;19990327
221720;Diana;Borodina;RUS;19990327
238203;Alisa;Zolotukhina;RUS;19990327
214069;Mixcoatl;Trabulse Garcia;MEX;19990326
214551;Tea;Jezidzic;CRO;19990326
216331;Eva Marie;Voracek;GER;19990326
219755;Itza;Trabulse Garci;MEX;19990326
214930;Jenny;Duerst;SUI;19990325
215218;Anna;Ukolova;RUS;19990325
220700;Miyumi Milagros;Saguchi;ARG;19990325
221452;Annunciata;De Souza;GBR;19990325
214517;Polina;Golubovskaya;RUS;19990324
215042;Katie;Swan;GBR;19990324
220004;Anastasiya;Joyner;USA;19990324
220730;Chiara;Bordo;ITA;19990324
215065;Kylie;Mckenzie;USA;19990321
213780;Andreea Amalia;Rosca;ROU;19990320
219590;Jo;Weisen;LUX;19990320
220307;Sofia;Gorovits;GER;19990320
214609;Maria Jose;Zacarias;MEX;19990319
219734;Alexia;Carlone;ITA;19990319
219401;Florencia Natalia;Grieco;ARG;19990317
214496;Lee;Barnard;RSA;19990315
214501;Zani;Barnard;RSA;19990315
215299;Birdem;Oz;TUR;19990315
215586;Maria Celeste;Lamagni;ARG;19990315
219758;Camilla;Ciaccia;ITA;19990315
220103;Anezka;Bartosova;CZE;19990314
221603;Estelle;Vanthier;SUI;19990314
215887;Shaline Doreen;Pipa;GER;19990313
215928;Isabel;Iglesias Prieto;ESP;19990313
219625;Fernanda;Labrana;CHI;19990313
219950;Mar;Gendra Felip;ESP;19990313
216061;Tinkara;Kovac;SLO;19990312
219592;Jia Qi;Yang;CHN;19990312
220030;Cecilia;Engback;SWE;19990312
214912;Camila;Millan Santacruz;COL;19990311
216379;Steph;Booth;GBR;19990311
219868;Jiakang;Li;CHN;19990311
219929;Zoe;Richard;FRA;19990311
215853;Meredith;Roberts;USA;19990310
220026;Katarina;Sasaroga;SWE;19990310
216297;Tara;Damnjanovic;SRB;19990309
213985;Marcelle;Cirino;BRA;19990308
216255;Pauline;Dore;FRA;19990308
220288;Olivia;Rohrbacher;USA;19990308
214932;Sangeeta;Roopan;NOR;19990307
215384;Miranda;Ramirez;USA;19990307
215931;Madeline;Meredith;USA;19990307
213837;Ylena;In Albon;SUI;19990306
215403;Natasha;Irani;CAN;19990306
220696;Iryna;Rusyn;UKR;19990306
214535;Petra;Hule;AUS;19990305
215800;Marta;Oliveira;POR;19990305
219684;Karolina;Szmit;USA;19990305
214343;Marta;Paigina;RUS;19990303
214703;Isidora;Zivkovic;SRB;19990303
214840;Xiangruyi;Ji;CHN;19990303
215045;Xinyu;Jiang;CHN;19990303
220545;Sakura;Hondo;JPN;19990303
220778;Sara;Zeineddine;CAN;19990303
215838;Paulina;Cota;MEX;19990302
216251;Megan;Davies;GBR;19990302
219900;Nao;Shimoji;JPN;19990302
220935;Luna;Dormet;FRA;19990302
215701;Esther;Lopez Alcaraz;ESP;19990301
216034;Tina;Sojkova;CZE;19990301
221078;Tanuchaporn;Yongmod;THA;19990301
214613;Iesha;Shepherd;BAH;19990228
215028;Sofija;Zecevic;CAN;19990228
216017;Jiatian;Qi;CHN;19990228
216164;Hind;Abdelouahid;USA;19990228
215905;Bojana;Markovic;SRB;19990227
214784;Daria;Kuczer;POL;19990226
219856;Victoria;Tournebize;GUD;19990226
220646;Adrienn;Zsitvay;HUN;19990226
214494;Ciney;Bekker;RSA;19990225
215665;Catalina;Bloch;BOL;19990225
215672;Daniela Alejandra;La Fuente Strassburger;BOL;19990225
216366;Amelie;Boy;MRI;19990225
213698;Maria Vittoria;Viviani;ITA;19990224
216026;Olivia;Robert;MRI;19990224
219406;Dana Katherine;Santiago Benavides;COL;19990224
219640;Maria;Mikhaylova;RUS;19990224
214380;Tomiris;Koshmukhanova;KAZ;19990223
214557;Lorena;Marruffo;VEN;19990223
214686;Sidal;Ak;TUR;19990223
215242;Nermeen;Shawky;EGY;19990223
214310;Marta;Magalhaes;POR;19990222
215685;Nora Lima;Dahl;NOR;19990222
216285;Barbara;Huyskes;NED;19990222
219865;Rebecca;Ehn;SWE;19990222
216168;Anna Lena;Neuwirth;AUT;19990220
221302;Xinlei;Guan;CHN;19990220
214244;Isha;Budwal;IND;19990219
215571;Guiomar;Maristany Zuleta De Reales;ESP;19990219
220062;Alessandra;Traub;GER;19990219
215163;Zeel;Desai;IND;19990218
213994;Tamara;Bojanic;MNE;19990217
214209;Klara;Mrcela;CRO;19990217
214463;Yuval;Keren;ISR;19990217
215084;Momoka;Chimura;JPN;19990217
215752;Laila;Elnimr;EGY;19990217
219781;Daria;Zheludchenko;RUS;19990217
219817;Mika;Misgav;ISR;19990217
214478;Alona;Kruglov;ISR;19990216
215402;Boba;Kotlica;SRB;19990216
215953;Aza;Petrova;UKR;19990216
220413;Sara;Gambogi;ITA;19990216
255645;Johana;Montano;COL;19990216
215811;Alexandra;Bozovic;AUS;19990215
214299;Lucie;Wargnier;FRA;19990214
215736;Mouna;Idlkadi;MAR;19990214
219240;Aanandita;Gupta;IND;19990214
219541;Altea;Ricci;ITA;19990214
220516;Nitzan;Bruner;ISR;19990214
214457;Rosanna;Maffei;ITA;19990213
214485;Ioana;Guna;ROU;19990213
214734;Eimi;Friant;JPN;19990213
219375;Alina;Karazhova;BUL;19990213
216090;Michaela;Haet;AUS;19990212
221337;Hala;Fouad;EGY;19990212
214650;Nastja;Rettich;GER;19990211
219631;Lenka;Piskova;CZE;19990211
220623;Eimear;Maher;IRL;19990211
219653;Isabella;Montini;BRA;19990210
219952;Tzarina;Tuen Matthews;GBR;19990210
220338;Giana;Cormos;ROU;19990210
214728;Ashley;Kratzer;USA;19990208
219953;Yulia;Almiron Solano;ESP;19990208
219971;Matilda;Lenngren;SWE;19990208
220101;Natalie;Kohoutkova;CZE;19990208
219945;Sofia;Johansson;SWE;19990207
220342;Le;Zhao;CHN;19990207
216238;Ramya;Natarajan;IND;19990206
219803;Ksieniia;Rudenko;UKR;19990206
220487;Florencia;Devincenti;ARG;19990205
214903;Ingrid;Di Carlo;ITA;19990204
215542;Shrishti;Daas;IND;19990204
219784;Camille;Verden Anderson;GBR;19990204
214616;Medhira;Samarasinghe;SRI;19990203
216130;Elena;De Santis;ITA;19990203
214391;Napharat;Swangkaew;THA;19990202
214959;Nika;Shytkouskaya;BLR;19990202
215664;Nadia;Justiniano;BOL;19990202
215509;Gitte;Heynemans;BEL;19990201
215056;Yi;Wang;CHN;19990131
215416;Kassandra;Davesne;FRA;19990131
214197;Valentina;Gonzalez Ramirez;COL;19990130
214909;Jada;Robinson;USA;19990129
215039;Lara;Salden;BEL;19990129
215044;Yu Tong;Tang;CHN;19990129
216125;Victoria;Walter;AUT;19990129
214148;Magdalena;Pantuckova;CZE;19990128
215585;Anastasiia;Gevel;UKR;19990128
215081;Meredith G;Jones;PHI;19990127
215178;Katharina;Kukaras;GER;19990127
219526;Sara;Ramirez;MEX;19990127
219394;Catalina;Medici;ESP;19990126
220469;Yui;Chikaraishi;JPN;19990126
214950;Natalia;Garcia Molina;ESP;19990125
215180;Seira;Shimizu;JPN;19990125
215966;Maria;Toma;ROU;19990125
219405;Manuela Stephania;Cruz Rodriguez;COL;19990125
220105;Georgie;Walker;GBR;19990125
220803;Candela;Bonivardi;ARG;19990125
214044;Arianna Maria;Stagni Lailla;PAR;19990124
215990;Alejandra;Morales;CHI;19990124
216585;Hanna;Levina;INA;19990124
219279;Sarah;Funedda;ITA;19990124
220619;Shauna;Casey;IRL;19990124
223426;Irene;Zorg;NED;19990124
214635;Karla;Contreras;PAN;19990123
215625;Maria;Soler Valverde;ESP;19990123
215871;Laylo;Bahodyrova;UZB;19990123
221483;Juliette;Loliee;FRA;19990123
252564;Madalina;Man;ROU;19990123
214468;Milena;Amedieva;UZB;19990122
216272;Nadezhda;Sedysheva;RUS;19990122
234488;Kimberly;Chaba;FRA;19990122
215869;Paulina;Bakaite;LTU;19990121
216086;Bojana;Vuksan;SRB;19990121
220451;Yufei;Long;CHN;19990121
213608;Vasavi;Ganesan;IND;19990120
220051;Rukshika;Wijesooriya;SRI;19990120
220084;Jovana;Gvozdenovic;SRB;19990120
215310;Chen;Wang;CHN;19990119
215446;Anna;Makarova;RUS;19990119
216048;Laura;Bente;GER;19990119
221730;Bo;Luttikhuis;NED;19990119
215050;Schena;Benamar;FRA;19990118
215054;Siqi;Cao;CHN;19990117
219730;Luisa;Pelayo;POR;19990117
215714;Inasse;Hamouti;FRA;19990116
216398;Kariann;Pierre Louis;USA;19990116
220504;Radina;Rakic;AUT;19990116
214213;Rocio;Safont Branchadell;ESP;19990115
215825;Alisa;Deen;NOR;19990115
219771;Carolin;Jung;GER;19990115
221305;Hongding;Dong;CHN;19990115
215393;Tijana;Spasojevic;SRB;19990114
215919;Maria;Galiy;RUS;19990114
213727;Inbar;Cohen;ISR;19990113
214546;Ekaterina;Kazionova;RUS;19990113
215896;Niditra;Rajmohan;IND;19990113
