ID_Jugador,Nombre,Apellidos,Sexo,Nacionalidad,Fecha_nacimiento
129352,Filip,Zivkovic,H,SCG,1986-07-15
135447,Sung Hyun,You,H,KOR,1986-07-15
142281,Rian,Kritzinger,H,NAM,1986-07-15
143398,Kola,Odeleye,H,NGR,1986-07-15
201027,Sergey,Volkov,H,UKR,1986-07-15
104766,Paterne,Mamata,H,FRA,1986-07-16
138283,Leonid,Melnyk,H,UKR,1986-07-16
204421,Konstantin,Milgram,H,RUS,1986-07-16
136870,Mathew Musyoki,Mutua,H,KEN,1986-07-17
142146,Tse Hin,Ling,H,HKG,1986-07-17
143964,James,Mengotti,H,SUI,1986-07-17
104767,Patrick,Telawetz,H,AUT,1986-07-18
108923,Wahib,Maknieh,H,LIB,1986-07-18
120810,Mark,Mestan,H,GER,1986-07-18
128634,Henrique,Meloni,H,BRA,1986-07-18
128954,Stanislav,Iliev,H,BUL,1986-07-18
104768,Juho,Paukku,H,FIN,1986-07-19
119622,Badr,Bouarich,H,MAR,1986-07-19
129042,Miguel,Garcia Jordano,H,ESP,1986-07-19
143632,Mica,Koll,H,CAY,1986-07-19
143917,Ryan,Ingram,H,USA,1986-07-19
144464,Gabor,Halaszi,H,HUN,1986-07-19
104769,David,Siersdorfer,H,GER,1986-07-20
119660,Remigio,Burzio,H,ITA,1986-07-20
120143,Danny,Spierenburg,H,NED,1986-07-20
141512,Dimitris,Labropoulos,H,GRE,1986-07-20
142996,Pjotrs,Necajevs,H,LAT,1986-07-20
104770,Martin,Fischer,H,AUT,1986-07-21
120906,David,Florez Cohen,H,ESP,1986-07-21
121107,Daniel,Winnewisser,H,GER,1986-07-22
129530,Nikolas,Cromydas,H,USA,1986-07-22
143900,San,Kim,H,KOR,1986-07-22
104771,Yuuya,Kibi,H,JPN,1986-07-23
119772,Liron,Shaul,H,ISR,1986-07-23
129040,Vladimir,Baltescu,H,GER,1986-07-23
144263,Jeff,Ballantine,H,USA,1986-07-23
104772,Jose Ricardo,Nunes,H,POR,1986-07-24
141732,Albert,Bonneau,H,PER,1986-07-24
204540,Frans,Folkvord,H,NED,1986-07-24
143966,Miguel,Salarich Marco,H,ESP,1986-07-25
144499,Yoann,Bea,H,FRA,1986-07-25
204963,Masashi,Shibata,H,JPN,1986-07-25
143593,Hichem,Yacoubi,H,TUN,1986-07-26
119711,Hai Yun,Tan,H,CHN,1986-07-27
129871,Luis Oswaldo,Arriaga,H,MEX,1986-07-27
144005,Luciano,Zuccarello,H,ITA,1986-07-27
104773,Omid,Souri,H,IRI,1986-07-28
119667,Rutger,Balk,H,NED,1986-07-28
128446,Graeme,Hood,H,GBR,1986-07-28
141027,David,Valls Matavera,H,ESP,1986-07-28
142263,Daniel,Suarez,H,MEX,1986-07-28
142685,Morgan,Scale,H,GBR,1986-07-28
144420,Peter,Pistek,H,SVK,1986-07-28
120357,Carlos,Garcia Villanueva,H,ESP,1986-07-29
130231,Maximilian,Ortiz,H,USA,1986-07-29
104774,Sheeva,Parbhu,H,USA,1986-07-30
128859,Brandon,Davis,H,USA,1986-07-30
134628,Olsen,Faubert,H,GAB,1986-07-30
136545,Brent,Goodbrake,H,USA,1986-07-30
142662,Jin Xing,Yu,H,CHN,1986-07-30
108735,Rares,Cuzdriorean,H,CYP,1986-07-31
133913,Vincent,Novelli,H,FRA,1986-07-31
104775,Adam,Kellner,H,HUN,1986-08-01
104776,Kaes,Vant Hof,H,USA,1986-08-01
137316,Narimi,Jalaly,H,IRI,1986-08-01
144530,Kirk,Hamilton,H,JAM,1986-08-01
104777,Damian,Guichonet,H,ARG,1986-08-02
129246,Sergiy,Chorny,H,UKR,1986-08-02
129510,Igor,Chorny,H,UKR,1986-08-02
129788,Miguel,Rosas Landa,H,MEX,1986-08-02
137580,George,Kemularia,H,GEO,1986-08-02
120465,Dimitri,Winderickx,H,BEL,1986-08-03
104778,Andrey,Kumantsov,H,RUS,1986-08-04
104779,Jamie,Baker,H,GBR,1986-08-05
104780,Keita,Koyama,H,JPN,1986-08-06
104781,Yuichi,Ito,H,JPN,1986-08-06
121392,Adam,Staub,H,NZL,1986-08-06
135717,Adam,Rudolph,H,GUM,1986-08-06
144440,Tibor,Horvath,H,HUN,1986-08-06
204459,Guy,Stebbings,H,GBR,1986-08-06
104782,Julian,Morosi,H,ARG,1986-08-07
111345,Michael,Kurz,H,SUI,1986-08-07
133448,Sebastian,Bunescu,H,CAN,1986-08-07
104783,Mikhail,Ledovskikh,H,RUS,1986-08-08
128669,Otto,Lenhart,H,GER,1986-08-08
129128,Nicolas,Rivadeneira,H,ECU,1986-08-08
143590,Lei,Xu,H,CHN,1986-08-08
119803,Mahmoud Bahaa,Hamed,H,EGY,1986-08-09
136060,Yadollah,Nasiri,H,IRI,1986-08-10
143415,Alejandro,Ahuja Aguilar,H,MEX,1986-08-10
130141,Soo Ho,Lee,H,KOR,1986-08-11
130549,Vinicius,Morales Boemeke,H,BRA,1986-08-11
204191,Kosuke,Sato,H,JPN,1986-08-11
204980,Mattias,Skold,H,SWE,1986-08-11
205229,Yudai,Yamazaki,H,JPN,1986-08-11
120938,Bogdan,Djurdjevic,H,GER,1986-08-12
134101,Rosembergue,Santos,H,BRA,1986-08-13
143244,Andrew,Roth,H,USA,1986-08-13
143674,Shane,Gooneratne,H,AUS,1986-08-13
129971,Javier,Rubio Morillo,H,ESP,1986-08-14
144495,Alexandre,Percepied,H,FRA,1986-08-14
120194,Jonathan,Bernay,H,ARG,1986-08-15
120803,Denis,Milchenko,H,UKR,1986-08-15
144096,Andrew,Anguin,H,JAM,1986-08-15
144473,Stanislav,Ivanov,H,MDA,1986-08-15
109215,Eoin,Heavey,H,IRL,1986-08-16
109488,Pedro,Campos,H,BRA,1986-08-16
137244,John,Carlman,H,SWE,1986-08-16
143839,Luke,Steere,H,GBR,1986-08-16
111350,Matthew,Brown,H,GBR,1986-08-17
136831,Aaron,Elbert,H,USA,1986-08-17
142414,Alexander,Erokhin,H,RUS,1986-08-17
104784,James,Cluskey,H,IRL,1986-08-18
104785,Steffen,Solomon,H,RSA,1986-08-18
108677,Daniel,Isaza,H,COL,1986-08-18
119059,Stefano,Rodighiero,H,ITA,1986-08-18
127872,Antonio,Nascimento,H,BRA,1986-08-18
128555,Moritz,Starke,H,GER,1986-08-18
200724,Phillip,Kafka,H,USA,1986-08-18
119312,Matteo,Romano,H,ITA,1986-08-20
120035,Xu,Yin,H,CHN,1986-08-20
129105,Levon,Melikov,H,RUS,1986-08-20
137401,Filip,Marinkovic,H,CAN,1986-08-20
104786,Christian,Welte,H,USA,1986-08-21
104787,Mikhail,Lifshits,H,RUS,1986-08-21
204223,Dusan,Zivkovic,H,SCG,1986-08-22
204989,Kostas,Zaraklanis,H,GRE,1986-08-22
141613,Blane,Shields,H,USA,1986-08-23
118941,Zacharias,Katsigiannakis,H,GRE,1986-08-24
128956,Georgi,Chochev,H,BUL,1986-08-24
132488,Lendale,Johnson,H,USA,1986-08-24
135441,Doo Hyun,Lee,H,KOR,1986-08-24
104788,Filip,Paroci,H,SRB,1986-08-25
135845,David,Rowan,H,USA,1986-08-25
144113,Luis Gerardo,Osuna,H,MEX,1986-08-25
205110,Thys,Bakker,H,NED,1986-08-25
121436,Jeff,Dawson,H,USA,1986-08-26
136049,Farbod,Fahmi,H,IRI,1986-08-26
142774,Joseph,Lok,H,USA,1986-08-26
204222,Dusan,Medan,H,SCG,1986-08-26
109203,Alessandro,Torrisi,H,ITA,1986-08-27
119357,Naotaka,Katou,H,JPN,1986-08-27
120652,David,Simson,H,AUT,1986-08-27
128741,Artyom,Smiyukha,H,UKR,1986-08-27
129026,Marcos,Verdasco Crespo,H,ESP,1986-08-27
129441,Leonardo,Souza,H,BRA,1986-08-27
139108,Alexander,Gjesten,H,DEN,1986-08-27
143621,Adrian,Salgado Garrues,H,ESP,1986-08-27
144647,Denis,Indondo Ilongende,H,COD,1986-08-27
118940,Motonobu,Nakagomi,H,JPN,1986-08-28
119522,Rafael,Robles Sanchez,H,MEX,1986-08-28
125157,Jacques,Roux,H,CHI,1986-08-28
142145,Gary,Cheung,H,HKG,1986-08-28
205138,Rodrigo,Tavora,H,BRA,1986-08-28
104789,Sherif,Sabry,H,EGY,1986-08-29
129531,Nathan,Sachs,H,USA,1986-08-29
204430,Thomas,De Jong,H,NED,1986-08-29
104790,Marek,Czerwinski,H,USA,1986-08-31
104791,Oscar,Sabate Bretos,H,ESP,1986-08-31
119609,Abel,Rincon Vazquez,H,ESP,1986-08-31
104792,Gael,Monfils,H,FRA,1986-09-01
104793,Nikita,Kryvonos,H,USA,1986-09-01
110627,Jonas Pontus,Norberg,H,SWE,1986-09-01
129202,Louis Xavier,Lavallee,H,CAN,1986-09-01
142468,Islam,Galal,H,EGY,1986-09-01
144404,Richard,Kwee,H,CAN,1986-09-01
204251,Joe,Withers,H,USA,1986-09-01
104794,David,Jeflea,H,AUS,1986-09-02
104795,Kacper,Owsian,H,POL,1986-09-02
129044,Edoardo,Ravano,H,ITA,1986-09-02
132250,Thabo,Siegler,H,GER,1986-09-02
142273,Omar,Berrada,H,MAR,1986-09-02
143321,Midiel,Garcia,H,CUB,1986-09-02
143328,Manuel,Garcia,H,CUB,1986-09-02
127120,Ilya,Vorontsov,H,RUS,1986-09-03
130107,Nicholas,Laheney,H,USA,1986-09-03
104796,Frederico,Marques,H,POR,1986-09-04
122532,Pannhara,Mam,H,CAM,1986-09-04
133152,Yoshiaki,Takeda,H,JPN,1986-09-04
142383,Eugenio,Rothen,H,BRA,1986-09-04
143111,Andres,Amores,H,ECU,1986-09-04
204250,Jeff,Bucher,H,USA,1986-09-04
129151,Giovanni,Bianco,H,ITA,1986-09-05
132451,Saman,Samii,H,SWE,1986-09-05
134595,Santiago,Picolet,H,ARG,1986-09-05
144487,Jimmy,Chu,H,PER,1986-09-05
104797,Denis,Istomin,H,UZB,1986-09-07
129774,Paul,Pilatuna,H,ECU,1986-09-07
118979,Evan,Dufaux,H,USA,1986-09-08
104798,Arsen,Asanov,H,UZB,1986-09-09
104799,Gaston,Giussani,H,ARG,1986-09-09
104800,Mauricio,Estivariz,H,BOL,1986-09-09
128747,Cyril,Barnier,H,FRA,1986-09-09
129779,Julian,Lema,H,COL,1986-09-09
142923,Gregory,Ratel,H,FRA,1986-09-09
201065,Kenny,Hodge,H,USA,1986-09-09
104801,James,Feaver,H,GBR,1986-09-10
109607,Luca,Leonardi,H,ITA,1986-09-10
104802,Fabrice,Martin,H,FRA,1986-09-11
121215,Malandro,Ayala,H,ECU,1986-09-11
128924,Pedro Augusto,Luna,H,BRA,1986-09-11
132109,Joshua,Rollins,H,USA,1986-09-11
108685,Frederick,Sletting Johnsen,H,NOR,1986-09-12
120086,Gerardo,Diaz,H,USA,1986-09-12
120139,Aleh,Patapau,H,BLR,1986-09-12
128760,Daiki,Kariya,H,JPN,1986-09-12
137804,Bruno,Milinov,H,BRA,1986-09-12
104803,Younes,Rachidi,H,MAR,1986-09-13
119473,Harutyun,Saringulyan,H,ARM,1986-09-13
129201,David,Lebel Bouchard,H,CAN,1986-09-14
144303,Joseph,Passarella,H,USA,1986-09-14
128869,Simone,Docche,H,ITA,1986-09-15
129175,Marin,Micetic,H,CRO,1986-09-15
104804,Amir,Weintraub,H,ISR,1986-09-16
135402,Stanislav,Nefedov,H,RUS,1986-09-16
143163,Francisco,Vazquez,H,MEX,1986-09-16
204282,Mariano,Gallardo Ripoll,H,ESP,1986-09-16
204317,Lars Joern,Berger,H,GER,1986-09-16
119024,Matej,Smolek,H,SVK,1986-09-17
120120,Marko,Pazman,H,CRO,1986-09-17
142596,Roberto,Iotti,H,ITA,1986-09-17
104805,Sebastian,Rivera,H,ECU,1986-09-18
119590,Mirko,Zapletal,H,CZE,1986-09-18
125551,Blake,Muller,H,USA,1986-09-18
133551,Alessio,Rocca Galli,H,ITA,1986-09-18
144657,Brock,Sakey,H,USA,1986-09-18
204517,Radek,Pivonka,H,CZE,1986-09-18
119334,Victor,Frunza,H,ROU,1986-09-19
119751,Vladislav,Shegai,H,UZB,1986-09-19
125125,Simeon,Olakunle,H,NGR,1986-09-19
141177,Andrew,Sanzo,H,USA,1986-09-19
104806,Daniel,Muller,H,GER,1986-09-20
104807,Mehdi,Ziadi,H,MAR,1986-09-20
104808,Philippe,Frayssinoux,H,FRA,1986-09-20
104809,Romain,Hardy,H,FRA,1986-09-20
104810,Zhe,Li,H,CHN,1986-09-20
108931,Enzo,Pigola,H,PAR,1986-09-20
120250,Yashar,Sheet,H,SYR,1986-09-20
142811,Albert,Kao,H,USA,1986-09-20
104811,Leonel,Alberti,H,ARG,1986-09-21
130531,Alexander,Velez,H,COL,1986-09-21
143184,Stefan,Sorani,H,AUS,1986-09-21
144570,Ahmed,Khairi,H,EGY,1986-09-21
134748,Jonathan,Morgan,H,BAR,1986-09-22
104812,Scoville,Jenkins,H,USA,1986-09-23
120496,Maximilian,Wimmer,H,GER,1986-09-23
144539,Chris,Cloer,H,USA,1986-09-24
144697,Romain,Dauzet,H,FRA,1986-09-24
204080,Luka,Grdic,H,SLO,1986-09-24
144072,Fei,Dai,H,CHN,1986-09-25
109257,Ignaci,Roca,H,CRC,1986-09-26
120549,Jason,Ramski,H,USA,1986-09-26
138019,Ryan,Brookshaw,H,RSA,1986-09-26
143987,Jack,Massry,H,MEX,1986-09-26
143971,Goran,Popovic,H,CRO,1986-09-27
109324,Ji Sup,Lim,H,KOR,1986-09-28
128822,Gonzalo,Bienzobas,H,CHI,1986-09-28
104813,Grega,Zemlja,H,SLO,1986-09-29
121071,Christian,Matic,H,GER,1986-09-29
136256,Nicholas,Pantoja,H,AUS,1986-09-29
144084,Tetsuya,Hamada,H,JPN,1986-09-29
104814,Luca,Rovetta,H,ITA,1986-09-30
104815,Nicolas,Jara Lozano,H,ARG,1986-09-30
144006,Marco,Colombrita,H,ITA,1986-09-30
120898,Anton,Sevastyanov,H,UZB,1986-10-01
125546,Mikael,Myrhed,H,SWE,1986-10-01
129295,Billy,Mulligan,H,USA,1986-10-01
134184,Michael,Bramorski,H,USA,1986-10-01
142473,Loaai,Mokhtar,H,EGY,1986-10-01
204945,Hrvoje,Raic,H,CRO,1986-10-01
121474,Pablo Manuel,Montoro Gimenez,H,ESP,1986-10-03
133368,Suranjan,Bairagi,H,CAN,1986-10-03
144319,Lyndon,Casey,H,CAN,1986-10-03
129083,Davide,Schiavon,H,ITA,1986-10-04
130486,Derek,Stephens,H,USA,1986-10-04
111715,Marc,Spicijaric,H,USA,1986-10-06
121444,Omar,Altmann,H,GER,1986-10-06
205164,Thabo,Nokane,H,BOT,1986-10-06
119350,Fabian,Stockhaus,H,GER,1986-10-07
121856,Marc,Stillitano,H,MON,1986-10-07
142306,Mark,Pevzner,H,ISR,1986-10-07
144322,Jeremiah,Rudan,H,CAN,1986-10-07
104816,Karan,Rastogi,H,IND,1986-10-08
104817,Tushar,Liberhan,H,IND,1986-10-08
119491,Alessandro,Palli,H,ITA,1986-10-08
142588,Shingo,Minato,H,JPN,1986-10-08
143439,Yaron,Bolshinsky,H,ISR,1986-10-08
143454,Lysander,Marchena,H,AHO,1986-10-08
104818,Antonio,Ruiz,H,MEX,1986-10-09
125511,Semen,Siarkin,H,RUS,1986-10-09
142728,Guifre,Ricart Real,H,ESP,1986-10-09
129662,Darragh,Rowan,H,IRL,1986-10-10
119888,Filippo,Bettini,H,ITA,1986-10-12
128672,Kim Quang,Nguyen,H,VIE,1986-10-12
109102,Zlatan,Kadric,H,BIH,1986-10-13
119690,Mika,Purho,H,FIN,1986-10-13
121634,Dmitriy,Minkin,H,RUS,1986-10-13
143973,Kishan,Sudsinghe,H,SRI,1986-10-13
127279,Quentin,Lesne,H,FRA,1986-10-14
144055,Ivan,Tomas Tejera,H,ESP,1986-10-14
144092,Jorge,Medrano,H,MEX,1986-10-14
204423,Dennis,Schwarz,H,GER,1986-10-14
204471,Ronny,Ndinya,H,KEN,1986-10-14
119867,Nenad,Maric,H,CRO,1986-10-15
120034,Alex,Lane,H,USA,1986-10-15
127407,Giorgio,Pesoni,H,ITA,1986-10-15
128999,Mitchell,Hills,H,AUS,1986-10-15
141361,Kouichi,Sakamoto,H,JPN,1986-10-15
143652,Ari,Lakakas,H,NZL,1986-10-15
118918,Jonathan,Clarke,H,USA,1986-10-16
136883,Francisco Moises,Pascual Francisco,H,GUA,1986-10-16
138020,Sergey,Burlakov,H,RUS,1986-10-16
129748,Michal,Dzupin,H,SVK,1986-10-18
129823,Brandon Christopher,Corace,H,USA,1986-10-18
144105,Anthony,Scragg,H,GBR,1986-10-18
205372,Greg,Friedman,H,RSA,1986-10-19
131994,Oleksiy,Shyanovskyy,H,UKR,1986-10-20
200032,Jose Roberto,Gueiros,H,BRA,1986-10-20
104819,Simon,Cauvard,H,FRA,1986-10-21
119551,Brenton,Bacon,H,AUS,1986-10-21
120125,Philippe,Niewerth,H,NED,1986-10-21
122411,Pekun,Akiangbade,H,NGR,1986-10-21
127542,Marius,Barzu,H,ROU,1986-10-21
128926,Manuel,Mendoza Carette,H,ESP,1986-10-21
122106,Jin Tae,Kim,H,KOR,1986-10-22
128654,Luis Felipe,Grangeiro,H,BRA,1986-10-22
142177,Joao,Coelho,H,POR,1986-10-22
205221,Sebastian,Camera,H,ARG,1986-10-23
143744,Daniel,Tobar Kucky,H,CHI,1986-10-24
119156,Vincent,Moreta,H,ARU,1986-10-25
121072,Phillip,Schulz,H,GER,1986-10-25
127916,Mitchell,Fan,H,SIN,1986-10-25
104820,Erik,Chvojka,H,CAN,1986-10-26
104821,Paolo,Beninca,H,ITA,1986-10-26
143918,Yu Sung,Lim,H,KOR,1986-10-26
104822,N Vijay,Sundar Prashanth,H,IND,1986-10-27
204822,Felipe,Oliveira,H,BRA,1986-10-27
204823,Renato,Oliveira,H,BRA,1986-10-27
104823,Bruno,Rodriguez,H,MEX,1986-10-28
125553,Jose Esteban,Blanco Criador,H,ESP,1986-10-28
127667,Melvin Elkjaer,Prada,H,COL,1986-10-28
135977,Loic,Sessagesimi,H,SUI,1986-10-28
143364,Juraj,Surovy,H,SVK,1986-10-28
119130,Oscar,Castillon Miguez,H,ESP,1986-10-29
119335,Gabriel Bogdan,Ciuntea,H,ROU,1986-10-29
142345,Mark,Tarjan,H,HUN,1986-10-29
104824,Conrad,Olson,H,BEL,1986-10-30
204973,Victor,Sanchez Vera,H,ESP,1986-10-30
121925,Ekanem,Etin,H,NGR,1986-10-31
123727,Vijay,Siwach,H,IND,1986-10-31
129160,Christopher,Brunner,H,GER,1986-10-31
129829,Jose Carlos,Velazquez,H,MEX,1986-10-31
142303,Mike,Geraldes,H,ISR,1986-10-31
104825,Joel,Kerley,H,AUS,1986-11-01
129783,Feldric,Belkanem,H,FRA,1986-11-01
135317,Marijan,Rakovac,H,CRO,1986-11-01
120341,Juan Ignacio,Benitez Elizeche,H,ARG,1986-11-02
129070,Omkar,Kambi,H,IND,1986-11-02
129430,Stefan,Raschke,H,GER,1986-11-03
133009,Lionel,Mansour,H,FRA,1986-11-03
204468,Ignacio,Treglia,H,ARG,1986-11-03
119653,Francesco,Zacchia,H,ITA,1986-11-04
143519,Timon,Rottinger,H,GER,1986-11-04
109427,Ruo Yang,Li,H,AUS,1986-11-05
120587,Richard,Stera,H,GBR,1986-11-05
104826,Federico,Sansonetti,H,URU,1986-11-06
104827,Remko,De Rijke,H,NED,1986-11-06
111488,Alexis,Benyahia,H,FRA,1986-11-06
129592,Arturo,Lifshitz,H,MEX,1986-11-06
134313,Maxim,Khomutov,H,RUS,1986-11-07
135979,Gianluca,Landini,H,ITA,1986-11-07
119137,Maximiliano,Picon,H,CHI,1986-11-08
120694,Nikita,Matsulenko,H,RUS,1986-11-08
104828,Alejandro,Kon,H,ARG,1986-11-10
111559,Dominik,Muller,H,GER,1986-11-10
119918,Alphonse,Rutagambwa,H,RWA,1986-11-10
136535,Bartos,Micher,H,GER,1986-11-10
143622,Bruno,Otero Perez,H,ESP,1986-11-10
144579,Rob,Alef,H,USA,1986-11-10
204237,David,Campbell,H,AUS,1986-11-10
104829,Andrew,Lauret,H,BRA,1986-11-11
129184,Ville,Kauppila,H,FIN,1986-11-11
129388,Martin,Berka,H,CZE,1986-11-11
129538,David,Berka,H,CZE,1986-11-11
143568,Wei,Li,H,CHN,1986-11-11
204218,Alex,Trifu,H,ROU,1986-11-11
204701,Sven,Frerking,H,GER,1986-11-11
206208,Mariano,Segovia,H,ARG,1986-11-13
119672,Ales,Svigelj,H,SLO,1986-11-14
201910,Ric,Mortera,H,USA,1986-11-14
119837,Bruno,Peric,H,CRO,1986-11-15
118768,Sunday,Igbinovia,H,NGR,1986-11-16
119181,Monday,Igbinovia,H,NGR,1986-11-16
119345,Horatiu Razvan,Oltean,H,ROU,1986-11-16
141723,Yves,Hochuli,H,SUI,1986-11-16
142593,Peter,Todoric,H,USA,1986-11-16
142911,Christoph,Anderle,H,AUT,1986-11-16
104830,Matteo,Marrai,H,ITA,1986-11-17
204508,Chad,Becker,H,USA,1986-11-17
204153,Jian,Yang,H,CHN,1986-11-18
143451,David,Fowler,H,BAR,1986-11-19
206011,Quinton,Peterson Paul,H,CAN,1986-11-19
104831,Bartolome,Salva Vidal,H,ESP,1986-11-20
104832,Christoph,Lessiak,H,AUT,1986-11-20
141401,Eudal,Diaz Duran,H,ESP,1986-11-20
141510,Panos,Asderakis,H,GRE,1986-11-20
143327,Adrian,Tamayo,H,CUB,1986-11-20
204718,Federico,Chavarria,H,CRC,1986-11-20
104833,Scott,Robertson,H,AUS,1986-11-21
139116,Arseniv,Komarov,H,UZB,1986-11-21
144626,Francesco,Caforio,H,ITA,1986-11-21
204988,Dimitris,Patsourakos,H,GRE,1986-11-21
134420,Paul Daniel,Gijon Arruabarrena,H,ESP,1986-11-22
143862,Hernaldo,Garcia,H,MEX,1986-11-22
204365,Yuto,Koide,H,JPN,1986-11-22
104834,Alexandru Daniel,Carpen,H,ROU,1986-11-24
109613,Alexandru Daniel,Carpen,H,ROU,1986-11-24
129721,Shane,Collins,H,USA,1986-11-24
201042,Sammy,Struyf,H,BEL,1986-11-24
121074,Vinko,Ojdanic,H,CRO,1986-11-25
129396,Vedran,Gorupec,H,CRO,1986-11-25
129872,Omar,Aboussalham,H,MAR,1986-11-26
143484,Lukasz,Sen,H,POL,1986-11-26
104835,Roberto,Rodriguez Alonso,H,ESP,1986-11-27
104836,Tiago,Lopes,H,BRA,1986-11-27
129330,Marcio,Santos,H,BRA,1986-11-27
129333,David,Villareal,H,MEX,1986-11-27
133384,Tyler,Begg,H,CAN,1986-11-27
119510,Taiwo,Owolabi,H,NGR,1986-11-28
142992,Ivan,Olshansky,H,KAZ,1986-11-28
143438,Shai,Yodfat,H,ISR,1986-11-28
200344,Louis,Quennessen,H,FRA,1986-11-28
141487,Stefan,Arsovski,H,MKD,1986-11-29
129216,Nelson,Ventura,H,BRA,1986-11-30
129278,Stjepan,Mandusic,H,CRO,1986-11-30
142476,Mohamed,Nabil,H,EGY,1986-11-30
144616,Pavel,Povalishnikov,H,RUS,1986-12-01
111328,Alexander,Petropoulos,H,AUS,1986-12-02
111342,David,Galic,H,AUS,1986-12-02
137192,Samy,Bakkar,H,FRA,1986-12-02
141395,Albert,Rodriguez Gonzalez,H,ESP,1986-12-02
143235,Ricardo,Lau Cooper,H,HON,1986-12-02
136813,Silvio,Floridia,H,FRA,1986-12-03
144461,Costin Alexandru,Cojocaru,H,ROU,1986-12-03
104837,Demian,Gschwend,H,ARG,1986-12-04
108896,Shahzad,Khan,H,PAK,1986-12-04
109346,Brian,Brogan,H,USA,1986-12-04
129053,Saber,Rostampour,H,IRI,1986-12-04
134462,David,Alten,H,AUT,1986-12-04
119420,Salvijus,Davalga,H,LTU,1986-12-05
104838,Miles,Bugby,H,GBR,1986-12-07
104839,Yassine,Idmbarek,H,MAR,1986-12-07
121278,Alessandro,Sarra,H,ITA,1986-12-07
142404,Andre,Camargo,H,BRA,1986-12-07
110677,Julien,Carsuzaa,H,FRA,1986-12-08
129198,Marcelo,Lebrao,H,BRA,1986-12-08
135866,Petr Hendrik,Wilk,H,GER,1986-12-08
142378,Arthur,Muller,H,BRA,1986-12-08
143031,Christian,Gyorke,H,SUI,1986-12-08
104840,Philip,Orno,H,DEN,1986-12-09
138909,Abidemi Olarewaju,Adebisi,H,NGR,1986-12-09
143813,Tyrone,Mpofu,H,ZIM,1986-12-10
104841,Gary,Sacks,H,RSA,1986-12-11
143664,James,Hosking,H,AUS,1986-12-11
119615,Rahil,Makharia,H,IND,1986-12-12
130088,Tommi,Luhtala,H,FIN,1986-12-12
132114,Dale,Sutherland,H,AUS,1986-12-12
204193,Wissam,Ayyash,H,LIB,1986-12-12
109124,William Jack,Lynch,H,AUS,1986-12-13
119079,Erick,Ocampo,H,MEX,1986-12-14
120650,Artem,Vlasenko,H,RUS,1986-12-14
130488,Ismael,Iglesias,H,ESP,1986-12-14
142149,Kenneth,Wong,H,HKG,1986-12-14
118780,Salem,Al Wadaani,H,KUW,1986-12-15
130191,Jakub,Magic,H,SVK,1986-12-15
143500,Aliosha,Stern,H,MEX,1986-12-15
104842,Salifu,Mohammed,H,GHA,1986-12-16
120925,Davide,Zucchini,H,ITA,1986-12-18
121082,David,Veza,H,ROU,1986-12-18
128548,Victor,Perez Garcia,H,ESP,1986-12-18
134504,Aliaksandr,Zhauniak,H,BLR,1986-12-18
140846,Marcelo,Silva,H,BRA,1986-12-18
141277,Vicente,Egea Someno,H,ESP,1986-12-18
143097,Pablo,Garcia Mellado,H,ESP,1986-12-18
206491,Luckman,Asvat,H,FRA,1986-12-18
119750,Billy,Heiser,H,USA,1986-12-19
120578,Adriano Bonilha,Garcia,H,BRA,1986-12-19
143393,Chima,Nwachuku,H,NGR,1986-12-19
104843,Laurentiu,Erlic,H,ROU,1986-12-20
109068,Bruno,Calabro,H,BRA,1986-12-20
125559,Michal,Wojtyczka,H,POL,1986-12-20
104844,Robert,Mckenzie,H,AUS,1986-12-21
109668,Michal,Walkow,H,POL,1986-12-21
129366,Nick,Meros,H,USA,1986-12-21
137036,Victor,Ponomarev,H,UZB,1986-12-22
104845,Henrik,Norfeldt,H,SWE,1986-12-23
104846,Marek,Michalicka,H,CZE,1986-12-23
127651,Michael,Nowak,H,CZE,1986-12-23
144468,Clemens,Neidl,H,AUT,1986-12-23
120046,Laerte,Di Falco,H,ITA,1986-12-24
118937,Tymon,Smith,H,AUS,1986-12-25
119555,Stefan,Feddersen,H,CHI,1986-12-25
119843,Michal,Zawadzki,H,POL,1986-12-25
108954,Carlos,Alvarez,H,BOL,1986-12-26
128502,Alexander,Dyakonenko,H,RUS,1986-12-26
142785,Raghav,Bahl,H,IND,1986-12-26
204419,Ninoslav,Knapic,H,CRO,1986-12-26
119671,Keith,Meisner,H,GBR,1986-12-27
121174,Jonathan,Parkes,H,GBR,1986-12-27
130114,Vinicius,Fullmann,H,BRA,1986-12-27
134720,Max,Dobrowolny,H,AUT,1986-12-27
104847,Adrien,Bossel,H,SUI,1986-12-28
104848,Vahid,Mirzadeh,H,USA,1986-12-28
111813,Nicolas,Ernst,H,GER,1986-12-28
204309,Marin,Markovich,H,NZL,1986-12-28
119559,Diego,Ortuzar Echavarria,H,CHI,1986-12-29
143119,Pablo,Arroyave,H,COL,1986-12-29
143148,Alex,Lambropoulos,H,USA,1986-12-29
144041,Janos,Manyai,H,HUN,1986-12-29
201111,Jerry,Sundgren,H,SWE,1986-12-29
205043,Andrew,Danford,H,USA,1986-12-29
126217,Lars Johan,Beigart,H,SWE,1986-12-30
143899,Peter,Dzuba,H,USA,1986-12-30
144130,James,Roesch,H,USA,1986-12-31
204263,Adnan,Khan,H,PAK,1986-12-31
